Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
85,968,955,1118935776700,15.691,623.04,6452189.562,1873353.659,16.2,6.5,2,51.32,13.13,2,102,208,0,3,2,1,76,92,72.33,1.41,lankershim
85,969,955,1118935776800,15.886,628.631,6452192.138,1873358.456,16.2,6.5,2,51.34,12.04,2,102,208,0,3,2,1,76,92,72.97,1.42,lankershim
85,970,955,1118935776900,16.137,634.393,6452194.863,1873363.545,16.2,6.5,2,51.35,11.21,2,102,208,0,3,2,1,76,92,73.27,1.43,lankershim
85,971,955,1118935777000,16.393,640.335,6452197.664,1873368.819,16.2,6.5,2,51.34,10.69,2,102,208,0,3,2,1,76,92,73.43,1.43,lankershim
85,972,955,1118935777100,16.603,646.446,6452200.56,1873374.212,16.2,6.5,2,51.33,7.5,2,102,208,0,3,2,1,76,92,73.43,1.43,lankershim
85,973,955,1118935777200,16.756,652.716,6452203.465,1873380.01,16.2,6.5,2,51.31,-6.02,2,102,208,0,3,2,1,76,92,73.27,1.43,lankershim
85,974,955,1118935777300,16.838,658.975,6452206.214,1873385.498,16.2,6.5,2,51.3,-5.93,2,102,208,0,3,2,1,76,92,73.12,1.43,lankershim
85,975,955,1118935777400,16.853,665.222,6452208.933,1873391.047,16.2,6.5,2,51.3,-2.16,2,102,208,0,3,2,1,76,92,72.99,1.42,lankershim
85,976,955,1118935777500,16.82,671.539,6452211.641,1873396.788,16.2,6.5,2,51.3,3.9,2,102,208,0,3,2,1,76,92,72.86,1.42,lankershim
85,977,955,1118935777600,16.759,677.915,6452214.357,1873402.626,16.2,6.5,2,51.31,-7.56,2,102,208,0,3,2,1,76,92,72.83,1.42,lankershim
85,978,955,1118935777700,16.676,684.163,6452217.045,1873408.301,16.2,6.5,2,51.31,-10.15,2,102,208,0,3,2,1,76,92,72.58,1.41,lankershim
85,979,955,1118935777800,16.541,690.255,6452219.576,1873413.826,16.2,6.5,2,51.33,-2.35,2,102,208,0,3,2,1,76,92,72.39,1.41,lankershim
85,980,955,1118935777900,16.326,696.243,6452221.932,1873419.233,16.2,6.5,2,51.34,6.16,2,102,208,0,3,2,1,76,92,72.02,1.4,lankershim
85,981,955,1118935778000,16.078,702.329,6452224.325,1873424.826,16.2,6.5,2,51.33,9.88,2,102,208,0,3,2,1,76,92,71.82,1.4,lankershim
85,982,955,1118935778100,15.903,708.583,6452226.882,1873430.578,16.2,6.5,2,51.31,-6.25,2,102,208,0,3,2,1,76,92,71.55,1.39,lankershim
85,983,955,1118935778200,15.852,714.94,6452229.614,1873436.359,16.2,6.5,2,51.3,-7.79,2,102,208,0,3,2,1,76,92,71.48,1.39,lankershim
85,984,955,1118935778300,15.867,721.203,6452232.428,1873441.994,16.2,6.5,2,51.3,-11.2,2,102,208,0,3,2,1,76,92,71.45,1.39,lankershim
85,985,955,1118935778400,15.862,727.293,6452235.05,1873447.494,16.2,6.5,2,51.3,-5.03,2,102,208,0,3,2,1,76,92,71.64,1.4,lankershim
85,986,955,1118935778500,15.816,733.344,6452237.526,1873452.837,16.2,6.5,2,51.3,0.27,2,102,208,0,3,2,1,76,92,72.02,1.4,lankershim
85,987,955,1118935778600,15.763,739.433,6452240.132,1873458.363,16.2,6.5,2,51.3,-8.21,2,102,208,0,3,2,1,76,92,72.47,1.41,lankershim
85,988,955,1118935778700,15.702,745.388,6452242.844,1873464.029,16.2,6.5,2,51.31,-10.24,2,102,208,0,3,2,1,76,92,73.21,1.43,lankershim
85,989,955,1118935778800,15.583,751.23,6452245.179,1873469.124,16.2,6.5,2,51.32,-10.15,2,102,208,0,3,2,1,76,92,74.11,1.44,lankershim
85,990,955,1118935778900,15.336,756.92,6452247.365,1873474.183,16.2,6.5,2,51.31,-13.74,2,102,208,0,3,2,1,76,92,75.1,1.46,lankershim
85,991,955,1118935779000,15.332,762.345,6452249.83,1873479.762,16.2,6.5,2,51.31,13.34,2,102,208,0,3,2,1,76,92,76.49,1.49,lankershim
85,992,955,1118935779100,15.565,768.074,6452252.333,1873485.409,16.2,6.5,2,51.42,15.84,2,102,208,0,3,2,1,76,92,77.72,1.51,lankershim
85,993,955,1118935779200,16.005,774.009,6452255.238,1873491.601,16.2,6.5,2,51.66,15.84,2,102,208,0,3,2,1,76,92,78.87,1.53,lankershim
85,994,955,1118935779300,16.714,780.107,6452258.03,1873497.827,16.2,6.5,2,51.86,12.32,2,102,208,0,3,2,1,76,92,79.77,1.54,lankershim
85,995,955,1118935779400,17.556,786.594,6452260.549,1873503.587,16.2,6.5,2,51.9,-7.28,2,102,208,0,3,2,1,76,92,80.12,1.54,lankershim
85,996,955,1118935779500,18.339,792.916,6452263.178,1873509.403,16.2,6.5,2,51.85,-11.58,2,102,208,0,3,2,1,76,92,80.52,1.55,lankershim
85,997,955,1118935779600,19.094,799.065,6452265.87,1873515.262,16.2,6.5,2,51.8,-12.51,2,102,208,0,3,2,1,76,92,81.17,1.57,lankershim
76,928,"1,016",1118935772700,14.759,484.862,6452128.701,1873229.495,13.9,6.8,2,42.22,11.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,929,"1,016",1118935772800,14.77,489.169,6452130.561,1873233.366,13.9,6.8,2,43.8,11.26,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,930,"1,016",1118935772900,14.798,493.622,6452132.54,1873237.369,13.9,6.8,2,45.38,11.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,931,"1,016",1118935773000,14.834,498.232,6452134.61,1873241.566,13.9,6.8,2,46.51,8.44,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,932,"1,016",1118935773100,14.865,502.967,6452136.697,1873245.844,13.9,6.8,2,47.09,2.46,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,933,"1,016",1118935773200,14.887,507.713,6452138.766,1873250.085,13.9,6.8,2,47.22,-0.64,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,934,"1,016",1118935773300,14.908,512.434,6452140.835,1873254.327,13.9,6.8,2,47.16,-0.81,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,935,"1,016",1118935773400,14.93,517.129,6452142.904,1873258.568,13.9,6.8,2,47.23,1.63,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,936,"1,016",1118935773500,14.947,521.829,6452144.958,1873262.781,13.9,6.8,2,47.67,6.59,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,937,"1,016",1118935773600,14.962,526.604,6452147.026,1873267.032,13.9,6.8,2,48.6,11.21,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,938,"1,016",1118935773700,14.983,531.535,6452149.168,1873271.464,13.9,6.8,2,49.91,11.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,939,"1,016",1118935773800,15.013,536.586,6452151.407,1873276.002,13.9,6.8,2,51.22,11.21,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,940,"1,016",1118935773900,15.048,541.794,6452153.72,1873280.72,13.9,6.8,2,51.3,6.59,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,941,"1,016",1118935774000,15.082,547.076,6452156.046,1873285.477,13.9,6.8,2,51.3,1.65,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,942,"1,016",1118935774100,15.11,552.358,6452158.358,1873290.206,13.9,6.8,2,51.3,-0.14,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,943,"1,016",1118935774200,15.138,557.627,6452160.67,1873294.934,13.9,6.8,2,51.3,0.21,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,944,"1,016",1118935774300,15.168,562.912,6452162.981,1873299.663,13.9,6.8,2,51.3,-1.92,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,945,"1,016",1118935774400,15.205,568.194,6452165.312,1873304.422,13.9,6.8,2,51.3,-7.4,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,946,"1,016",1118935774500,15.24,573.379,6452167.625,1873309.132,13.9,6.8,2,51.05,-11.34,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,947,"1,016",1118935774600,15.253,578.406,6452169.84,1873313.657,13.9,6.8,2,49.6,-11.46,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,948,"1,016",1118935774700,15.235,583.3,6452171.929,1873318.07,13.9,6.8,2,48.15,-11.06,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,949,"1,016",1118935774800,15.196,588.035,6452173.921,1873322.299,13.9,6.8,2,47.13,-7.35,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,950,"1,016",1118935774900,15.155,592.674,6452175.895,1873326.478,13.9,6.8,2,46.63,-1.96,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,951,"1,016",1118935775000,15.12,597.308,6452177.887,1873330.688,13.9,6.8,2,46.52,0.41,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,952,"1,016",1118935775100,15.089,601.966,6452179.88,1873334.897,13.9,6.8,2,46.51,0,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,953,"1,016",1118935775200,15.053,606.597,6452181.872,1873339.107,13.9,6.8,2,46.67,2.56,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,954,"1,016",1118935775300,15.006,611.237,6452183.864,1873343.316,13.9,6.8,2,47.62,11.2,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,955,"1,016",1118935775400,14.956,616.152,6452185.792,1873347.48,13.9,6.8,2,49.85,11.08,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,956,"1,016",1118935775500,14.924,621.35,6452187.969,1873352.064,13.9,6.8,2,51.3,10.79,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,957,"1,016",1118935775600,14.918,626.933,6452190.391,1873357.062,13.9,6.8,2,51.3,12.09,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,958,"1,016",1118935775700,14.966,632.919,6452193.05,1873362.495,13.9,6.8,2,51.31,12.38,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,959,"1,016",1118935775800,15.082,639.211,6452195.957,1873368.359,13.9,6.8,2,51.31,6.82,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,960,"1,016",1118935775900,15.246,645.686,6452199.208,1873374.556,13.9,6.8,2,51.31,-11.32,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,961,"1,016",1118935776000,15.393,651.858,6452201.963,1873379.988,13.9,6.8,2,51.31,-12.85,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,962,"1,016",1118935776100,15.454,657.873,6452204.543,1873385.135,13.9,6.8,2,51.3,-13.02,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,963,"1,016",1118935776200,15.432,663.55,6452206.84,1873390.085,13.9,6.8,2,51.3,11.95,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,964,"1,016",1118935776300,15.373,669.599,6452209.38,1873395.416,13.9,6.8,2,51.3,11.51,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,965,"1,016",1118935776400,15.303,675.851,6452211.982,1873401.035,13.9,6.8,2,51.31,11.9,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,966,"1,016",1118935776500,15.193,682.379,6452214.97,1873407.373,13.9,6.8,2,51.32,5.66,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,967,"1,016",1118935776600,15.014,688.978,6452217.694,1873413.467,13.9,6.8,2,51.34,-10.23,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,968,"1,016",1118935776700,14.782,695.373,6452220.215,1873419.301,13.9,6.8,2,51.35,-11.04,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,969,"1,016",1118935776800,14.532,701.599,6452222.621,1873424.835,13.9,6.8,2,51.35,-8.04,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,970,"1,016",1118935776900,14.296,707.668,6452225.069,1873430.442,13.9,6.8,2,51.35,-0.8,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,971,"1,016",1118935777000,14.068,713.763,6452227.517,1873436.049,13.9,6.8,2,51.35,0.62,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,972,"1,016",1118935777100,13.838,719.881,6452229.965,1873441.656,13.9,6.8,2,51.35,-0.13,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,973,"1,016",1118935777200,13.602,725.988,6452232.413,1873447.263,13.9,6.8,2,51.35,0.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,974,"1,016",1118935777300,13.365,732.092,6452234.847,1873452.863,13.9,6.8,2,51.35,1.33,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,975,"1,016",1118935777400,13.143,738.216,6452237.295,1873458.47,13.9,6.8,2,51.34,2.81,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,976,"1,016",1118935777500,12.965,744.394,6452239.812,1873464.109,13.9,6.8,2,51.32,3.51,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,977,"1,016",1118935777600,12.834,750.747,6452242.421,1873469.793,13.9,6.8,2,51.31,-12.33,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,978,"1,016",1118935777700,12.725,756.744,6452245.1,1873475.511,13.9,6.8,2,51.3,0,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,979,"1,016",1118935777800,12.854,762.642,6452247.792,1873481.234,13.9,6.8,2,51.34,0,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,980,"1,016",1118935777900,13.188,768.26,6452250.47,1873486.95,13.9,6.8,2,51.49,15.84,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,981,"1,016",1118935778000,13.723,774.145,6452253.148,1873492.666,13.9,6.8,2,51.75,15.84,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,982,"1,016",1118935778100,14.494,780.129,6452255.826,1873498.382,13.9,6.8,2,51.96,12.95,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,983,"1,016",1118935778200,15.4,786.422,6452258.504,1873504.097,13.9,6.8,2,52.03,1.24,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,984,"1,016",1118935778300,16.258,792.652,6452261.16,1873509.79,13.9,6.8,2,52.06,6.13,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,985,"1,016",1118935778400,17.141,798.932,6452263.836,1873515.504,13.9,6.8,2,52.13,12.19,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,986,"1,016",1118935778500,18.089,805.362,6452266.635,1873521.346,13.9,6.8,2,52.25,13.18,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,987,"1,016",1118935778600,19.121,811.903,6452269.56,1873527.311,13.9,6.8,2,52.36,12.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,988,"1,016",1118935778700,20.217,818.595,6452272.608,1873533.404,13.9,6.8,2,52.45,6.15,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,989,"1,016",1118935778800,21.338,825.336,6452275.676,1873539.519,13.9,6.8,2,52.49,1.27,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,990,"1,016",1118935778900,22.459,832.02,6452278.723,1873545.611,13.9,6.8,2,52.49,7.47,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,991,"1,016",1118935779000,23.583,838.836,6452281.769,1873551.704,13.9,6.8,2,52.45,10.85,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,992,"1,016",1118935779100,24.683,845.79,6452284.816,1873557.796,13.9,6.8,2,52.35,4.77,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,993,"1,016",1118935779200,25.703,852.881,6452287.862,1873563.889,13.9,6.8,2,52.23,-9.37,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,994,"1,016",1118935779300,26.63,859.877,6452290.9,1873569.98,13.9,6.8,2,52.14,-11.87,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,995,"1,016",1118935779400,27.506,866.713,6452293.947,1873576.073,13.9,6.8,2,52.11,-6.1,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,996,"1,016",1118935779500,28.408,873.436,6452297.037,1873582.169,13.9,6.8,2,52.15,4.26,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,997,"1,016",1118935779600,29.369,880.232,6452300.185,1873588.27,13.9,6.8,2,52.21,3.42,2,102,208,0,3,2,1,0,85,0,0,lankershim
84,928,"1,026",1118935772700,31.881,414.982,6452107.247,1873158.667,14.4,6.5,2,27.77,4.31,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,929,"1,026",1118935772800,31.437,417.768,6452108.36,1873161.265,14.4,6.5,2,28.04,0.87,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,930,"1,026",1118935772900,30.995,420.552,6452109.47,1873163.842,14.4,6.5,2,28.1,-0.36,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,931,"1,026",1118935773000,30.558,423.326,6452110.58,1873166.418,14.4,6.5,2,28.05,-0.41,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,932,"1,026",1118935773100,30.121,426.094,6452111.69,1873168.994,14.4,6.5,2,28,-0.43,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,933,"1,026",1118935773200,29.68,428.849,6452112.8,1873171.57,14.4,6.5,2,28.05,0.91,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,934,"1,026",1118935773300,29.237,431.599,6452113.89,1873174.128,14.4,6.5,2,28.36,4.85,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,935,"1,026",1118935773400,28.806,434.393,6452114.999,1873176.704,14.4,6.5,2,29.09,9.91,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,936,"1,026",1118935773500,28.406,437.324,6452116.209,1873179.374,14.4,6.5,2,30.14,10.68,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,937,"1,026",1118935773600,28.048,440.374,6452117.551,1873182.166,14.4,6.5,2,31.21,9.89,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,938,"1,026",1118935773700,27.72,443.56,6452118.993,1873185.052,14.4,6.5,2,31.94,4.85,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,939,"1,026",1118935773800,27.405,446.791,6452120.455,1873187.956,14.4,6.5,2,32.26,0.9,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,940,"1,026",1118935773900,27.087,450.017,6452121.897,1873190.842,14.4,6.5,2,32.3,-0.43,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,941,"1,026",1118935774000,26.765,453.23,6452123.339,1873193.728,14.4,6.5,2,32.26,-0.46,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,942,"1,026",1118935774100,26.434,456.44,6452124.781,1873196.613,14.4,6.5,2,30.65,-11.31,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,943,"1,026",1118935774200,26.108,459.233,6452126.223,1873199.499,14.4,6.5,2,27.09,-12.4,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,944,"1,026",1118935774300,25.841,461.879,6452127.661,1873202.356,14.4,6.5,2,24.85,-14,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,945,"1,026",1118935774400,25.682,464.298,6452129.103,1873205.25,14.4,6.5,2,25.61,8.62,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,946,"1,026",1118935774500,25.612,467.096,6452130.561,1873208.325,14.4,6.5,2,29.29,10.98,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,947,"1,026",1118935774600,25.561,470.174,6452132.04,1873211.503,14.4,6.5,2,34.05,11.34,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,948,"1,026",1118935774700,25.473,473.706,6452133.535,1873214.862,14.4,6.5,2,36.41,6.02,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,949,"1,026",1118935774800,25.353,477.404,6452135.034,1873218.257,14.4,6.5,2,36.81,1.57,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,950,"1,026",1118935774900,25.231,481.104,6452136.529,1873221.625,14.4,6.5,2,36.89,-0.39,3,102,208,2,0,2,1,0,95,0,0,lankershim
84,951,"1,026",1118935775000,25.115,484.79,6452138.024,1873224.992,14.4,6.5,2,36.84,-0.45,3,102,208,0,3,2,1,0,95,0,0,lankershim
84,952,"1,026",1118935775100,24.999,488.469,6452139.519,1873228.359,14.4,6.5,2,36.8,-0.39,3,102,208,0,3,2,1,0,95,0,0,lankershim
84,953,"1,026",1118935775200,24.878,492.136,6452141.014,1873231.726,14.4,6.5,2,36.84,0.85,3,102,208,0,3,2,1,0,95,0,0,lankershim
84,954,"1,026",1118935775300,24.754,495.798,6452142.489,1873235.075,14.4,6.5,2,37.16,4.51,3,102,208,0,3,2,1,0,95,0,0,lankershim
84,955,"1,026",1118935775400,24.647,499.504,6452143.983,1873238.441,14.4,6.5,2,37.9,9.23,3,102,208,0,3,2,1,0,95,0,0,lankershim
84,956,"1,026",1118935775500,24.586,503.341,6452145.581,1873241.904,14.4,6.5,2,38.98,10.01,3,102,208,0,3,2,1,0,95,0,0,lankershim
84,957,"1,026",1118935775600,24.587,507.299,6452147.315,1873245.49,14.4,6.5,2,40.06,10.88,3,102,208,0,3,2,1,0,95,0,0,lankershim
