Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
85,968,955,1118935776700,15.691,623.04,6452189.562,1873353.659,16.2,6.5,2,51.32,13.13,2,102,208,0,3,2,1,76,92,72.33,1.41,lankershim
85,969,955,1118935776800,15.886,628.631,6452192.138,1873358.456,16.2,6.5,2,51.34,12.04,2,102,208,0,3,2,1,76,92,72.97,1.42,lankershim
85,970,955,1118935776900,16.137,634.393,6452194.863,1873363.545,16.2,6.5,2,51.35,11.21,2,102,208,0,3,2,1,76,92,73.27,1.43,lankershim
85,971,955,1118935777000,16.393,640.335,6452197.664,1873368.819,16.2,6.5,2,51.34,10.69,2,102,208,0,3,2,1,76,92,73.43,1.43,lankershim
85,972,955,1118935777100,16.603,646.446,6452200.56,1873374.212,16.2,6.5,2,51.33,7.5,2,102,208,0,3,2,1,76,92,73.43,1.43,lankershim
85,973,955,1118935777200,16.756,652.716,6452203.465,1873380.01,16.2,6.5,2,51.31,-6.02,2,102,208,0,3,2,1,76,92,73.27,1.43,lankershim
85,974,955,1118935777300,16.838,658.975,6452206.214,1873385.498,16.2,6.5,2,51.3,-5.93,2,102,208,0,3,2,1,76,92,73.12,1.43,lankershim
85,975,955,1118935777400,16.853,665.222,6452208.933,1873391.047,16.2,6.5,2,51.3,-2.16,2,102,208,0,3,2,1,76,92,72.99,1.42,lankershim
85,976,955,1118935777500,16.82,671.539,6452211.641,1873396.788,16.2,6.5,2,51.3,3.9,2,102,208,0,3,2,1,76,92,72.86,1.42,lankershim
85,977,955,1118935777600,16.759,677.915,6452214.357,1873402.626,16.2,6.5,2,51.31,-7.56,2,102,208,0,3,2,1,76,92,72.83,1.42,lankershim
85,978,955,1118935777700,16.676,684.163,6452217.045,1873408.301,16.2,6.5,2,51.31,-10.15,2,102,208,0,3,2,1,76,92,72.58,1.41,lankershim
85,979,955,1118935777800,16.541,690.255,6452219.576,1873413.826,16.2,6.5,2,51.33,-2.35,2,102,208,0,3,2,1,76,92,72.39,1.41,lankershim
85,980,955,1118935777900,16.326,696.243,6452221.932,1873419.233,16.2,6.5,2,51.34,6.16,2,102,208,0,3,2,1,76,92,72.02,1.4,lankershim
85,981,955,1118935778000,16.078,702.329,6452224.325,1873424.826,16.2,6.5,2,51.33,9.88,2,102,208,0,3,2,1,76,92,71.82,1.4,lankershim
85,982,955,1118935778100,15.903,708.583,6452226.882,1873430.578,16.2,6.5,2,51.31,-6.25,2,102,208,0,3,2,1,76,92,71.55,1.39,lankershim
85,983,955,1118935778200,15.852,714.94,6452229.614,1873436.359,16.2,6.5,2,51.3,-7.79,2,102,208,0,3,2,1,76,92,71.48,1.39,lankershim
85,984,955,1118935778300,15.867,721.203,6452232.428,1873441.994,16.2,6.5,2,51.3,-11.2,2,102,208,0,3,2,1,76,92,71.45,1.39,lankershim
85,985,955,1118935778400,15.862,727.293,6452235.05,1873447.494,16.2,6.5,2,51.3,-5.03,2,102,208,0,3,2,1,76,92,71.64,1.4,lankershim
85,986,955,1118935778500,15.816,733.344,6452237.526,1873452.837,16.2,6.5,2,51.3,0.27,2,102,208,0,3,2,1,76,92,72.02,1.4,lankershim
85,987,955,1118935778600,15.763,739.433,6452240.132,1873458.363,16.2,6.5,2,51.3,-8.21,2,102,208,0,3,2,1,76,92,72.47,1.41,lankershim
85,988,955,1118935778700,15.702,745.388,6452242.844,1873464.029,16.2,6.5,2,51.31,-10.24,2,102,208,0,3,2,1,76,92,73.21,1.43,lankershim
85,989,955,1118935778800,15.583,751.23,6452245.179,1873469.124,16.2,6.5,2,51.32,-10.15,2,102,208,0,3,2,1,76,92,74.11,1.44,lankershim
85,990,955,1118935778900,15.336,756.92,6452247.365,1873474.183,16.2,6.5,2,51.31,-13.74,2,102,208,0,3,2,1,76,92,75.1,1.46,lankershim
85,991,955,1118935779000,15.332,762.345,6452249.83,1873479.762,16.2,6.5,2,51.31,13.34,2,102,208,0,3,2,1,76,92,76.49,1.49,lankershim
85,992,955,1118935779100,15.565,768.074,6452252.333,1873485.409,16.2,6.5,2,51.42,15.84,2,102,208,0,3,2,1,76,92,77.72,1.51,lankershim
85,993,955,1118935779200,16.005,774.009,6452255.238,1873491.601,16.2,6.5,2,51.66,15.84,2,102,208,0,3,2,1,76,92,78.87,1.53,lankershim
85,994,955,1118935779300,16.714,780.107,6452258.03,1873497.827,16.2,6.5,2,51.86,12.32,2,102,208,0,3,2,1,76,92,79.77,1.54,lankershim
85,995,955,1118935779400,17.556,786.594,6452260.549,1873503.587,16.2,6.5,2,51.9,-7.28,2,102,208,0,3,2,1,76,92,80.12,1.54,lankershim
85,996,955,1118935779500,18.339,792.916,6452263.178,1873509.403,16.2,6.5,2,51.85,-11.58,2,102,208,0,3,2,1,76,92,80.52,1.55,lankershim
85,997,955,1118935779600,19.094,799.065,6452265.87,1873515.262,16.2,6.5,2,51.8,-12.51,2,102,208,0,3,2,1,76,92,81.17,1.57,lankershim
85,998,955,1118935779700,19.77,805.056,6452268.228,1873520.609,16.2,6.5,2,51.75,-3.95,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,999,955,1118935779800,20.388,811.004,6452270.396,1873525.904,16.2,6.5,2,51.77,12.39,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1000,955,1118935779900,21.067,817.231,6452272.966,1873531.678,16.2,6.5,2,51.88,15.81,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1001,955,1118935780000,21.911,823.64,6452275.586,1873537.499,16.2,6.5,2,52.02,13.86,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1002,955,1118935780100,22.853,830.307,6452278.616,1873543.822,16.2,6.5,2,52.1,1.82,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1003,955,1118935780200,23.804,836.977,6452281.56,1873550.108,16.2,6.5,2,52.1,-4.61,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1004,955,1118935780300,24.719,843.575,6452284.231,1873555.888,16.2,6.5,2,52.05,2.59,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1005,955,1118935780400,25.575,850.247,6452286.989,1873561.738,16.2,6.5,2,51.97,4.86,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1006,955,1118935780500,26.387,857.028,6452289.846,1873567.611,16.2,6.5,2,51.91,-6.67,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1007,955,1118935780600,27.152,863.735,6452292.669,1873573.466,16.2,6.5,2,51.86,-11.53,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1008,955,1118935780700,27.883,870.291,6452295.492,1873579.322,16.2,6.5,2,51.84,-8.19,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1009,955,1118935780800,28.619,876.695,6452298.315,1873585.177,16.2,6.5,2,51.83,-0.26,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1010,955,1118935780900,29.372,883.148,6452301.137,1873591.032,16.2,6.5,2,51.82,-1.65,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1011,955,1118935781000,30.105,889.59,6452303.983,1873596.877,16.2,6.5,2,51.78,-2.87,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1012,955,1118935781100,30.784,896.047,6452306.768,1873602.716,16.2,6.5,2,51.76,4.42,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1013,955,1118935781200,31.428,902.552,6452309.457,1873608.66,16.2,6.5,2,51.78,8.11,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1014,955,1118935781300,32.117,909.135,6452312.282,1873614.68,16.2,6.5,2,51.86,11.79,2,102,208,0,3,2,1,0,92,0,0,lankershim
85,1015,955,1118935781400,32.926,915.801,6452315.227,1873620.69,16.2,6.5,2,51.96,11.19,3,102,208,0,3,2,1,76,84,92.86,1.79,lankershim
85,1016,955,1118935781500,33.845,922.703,6452318.351,1873626.765,16.2,6.5,2,51.99,10.94,3,102,208,0,3,2,1,76,84,94.25,1.81,lankershim
85,1017,955,1118935781600,34.725,930.101,6452321.449,1873632.931,16.2,6.5,2,51.87,0,3,102,208,0,3,2,1,76,84,95.83,1.85,lankershim
85,1018,955,1118935781700,35.417,937.789,6452324.533,1873639.267,16.2,6.5,2,51.69,0,3,102,208,0,3,2,1,76,84,97.1,1.88,lankershim
85,1019,955,1118935781800,35.977,945.845,6452327.553,1873645.494,16.2,6.5,2,51.58,-13.28,3,102,208,0,3,2,1,76,84,97.72,1.89,lankershim
85,1020,955,1118935781900,36.383,953.71,6452330.806,1873651.479,16.2,6.5,2,51.57,-9.09,3,102,208,0,3,2,1,76,84,97.77,1.9,lankershim
85,1021,955,1118935782000,36.917,961.438,6452334.364,1873657.706,16.2,6.5,2,51.67,0,3,102,208,0,3,2,1,76,84,97.68,1.89,lankershim
85,1022,955,1118935782100,37.611,968.726,6452338.174,1873664.114,16.2,6.5,2,51.79,4.62,3,102,208,0,3,2,1,76,84,97.93,1.89,lankershim
85,1023,955,1118935782200,38.475,975.965,6452342.328,1873670.666,16.2,6.5,2,51.74,-15.84,3,102,208,0,3,2,1,76,84,98.14,1.9,lankershim
85,1024,955,1118935782300,38.958,983.005,6452345.954,1873676.45,16.2,6.5,2,51.47,-9.92,3,102,208,0,3,2,1,76,84,98.5,1.91,lankershim
85,1025,955,1118935782400,39.119,990.312,6452349.253,1873682.168,16.2,6.5,2,51.3,15.84,3,102,208,0,3,2,1,76,84,98.03,1.91,lankershim
85,1026,955,1118935782500,38.848,998.226,6452352.172,1873689.303,16.2,6.5,2,51.58,15.84,3,102,208,0,3,2,1,76,84,96.5,1.87,lankershim
85,1027,955,1118935782600,38.068,"1,007.17",6452354.858,1873697.119,16.2,6.5,2,52.38,15.84,3,102,208,0,3,2,1,76,84,93.53,1.79,lankershim
85,1028,955,1118935782700,36.846,"1,016.72",6452357.638,1873705.516,16.2,6.5,2,53.28,15.84,3,102,208,0,3,2,1,76,84,90.18,1.69,lankershim
85,1029,955,1118935782800,35.293,"1,026.49",6452360.893,1873713.958,16.2,6.5,2,53.64,-11.2,3,102,208,0,3,2,1,76,84,86.85,1.62,lankershim
85,1030,955,1118935782900,33.738,"1,035.55",6452363.819,1873721.658,16.2,6.5,2,53.3,-15.84,3,102,208,3,0,2,1,76,84,84.68,1.59,lankershim
85,1031,955,1118935783000,32.437,"1,043.73",6452366.816,1873727.84,16.2,6.5,2,52.61,-15.84,3,102,208,3,0,2,1,76,84,83.89,1.59,lankershim
85,1032,955,1118935783100,31.351,"1,050.80",6452369.919,1873733.466,16.2,6.5,2,52.1,-15.84,3,102,208,3,0,2,1,76,84,83.95,1.61,lankershim
85,1033,955,1118935783200,30.57,"1,057.21",6452372.989,1873739.119,16.2,6.5,2,51.91,-4.12,3,102,208,3,0,2,1,76,84,84.51,1.63,lankershim
85,1034,955,1118935783300,29.811,"1,063.58",6452376.06,1873744.773,16.2,6.5,2,51.89,0.12,3,102,208,3,0,2,1,76,84,85.01,1.64,lankershim
85,1035,955,1118935783400,29.027,"1,069.96",6452379.131,1873750.427,16.2,6.5,2,51.89,-0.32,3,102,208,3,0,2,1,76,84,85.49,1.65,lankershim
85,1036,955,1118935783500,28.254,"1,076.33",6452382.201,1873756.08,16.2,6.5,2,51.9,1.99,3,102,208,3,0,2,1,76,84,85.99,1.66,lankershim
85,1037,955,1118935783600,27.488,"1,082.82",6452385.267,1873761.702,16.2,6.5,2,51.95,-9.39,3,102,208,3,0,2,1,76,84,86.39,1.66,lankershim
85,1038,955,1118935783700,26.571,"1,088.87",6452388.337,1873767.381,16.2,6.5,2,51.92,-12.3,3,102,208,3,0,2,1,76,84,87.23,1.68,lankershim
85,1039,955,1118935783800,25.874,"1,094.51",6452391.433,1873773.246,16.2,6.5,2,51.64,-15.84,3,102,208,3,0,2,1,76,84,88.53,1.71,lankershim
85,1040,955,1118935783900,25.525,"1,099.90",6452394.564,1873779.228,16.2,6.5,2,51.35,-11.46,3,102,208,3,0,2,1,76,84,90.04,1.75,lankershim
85,1041,955,1118935784000,25.481,"1,105.33",6452397.721,1873785.397,16.2,6.5,2,51.34,15.84,3,102,208,3,0,2,1,76,84,91.14,1.78,lankershim
85,1042,955,1118935784100,25.751,"1,111.14",6452400.882,1873791.623,16.2,6.5,2,51.53,15.84,3,102,208,3,0,2,1,76,186,91.66,1.78,lankershim
85,1043,955,1118935784200,26.389,"1,117.42",6452404.039,1873797.817,16.2,6.5,2,51.63,11.2,3,102,208,3,0,2,1,76,186,91.37,1.77,lankershim
85,1044,955,1118935784300,26.967,"1,124.33",6452407.195,1873804.011,16.2,6.5,2,51.63,0.39,3,102,208,0,4,2,1,76,186,90.7,1.76,lankershim
85,1045,955,1118935784400,27.555,"1,131.26",6452410.352,1873810.204,16.2,6.5,2,51.63,0.1,3,102,208,0,4,2,1,76,186,90.13,1.75,lankershim
85,1046,955,1118935784500,28.157,"1,138.20",6452413.508,1873816.398,16.2,6.5,2,51.61,-3.84,3,102,208,0,4,2,1,76,186,89.87,1.74,lankershim
85,1047,955,1118935784600,28.734,"1,145.14",6452416.711,1873822.604,16.2,6.5,2,51.54,-10.43,3,102,208,0,4,2,1,76,186,89.61,1.74,lankershim
76,928,"1,016",1118935772700,14.759,484.862,6452128.701,1873229.495,13.9,6.8,2,42.22,11.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,929,"1,016",1118935772800,14.77,489.169,6452130.561,1873233.366,13.9,6.8,2,43.8,11.26,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,930,"1,016",1118935772900,14.798,493.622,6452132.54,1873237.369,13.9,6.8,2,45.38,11.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,931,"1,016",1118935773000,14.834,498.232,6452134.61,1873241.566,13.9,6.8,2,46.51,8.44,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,932,"1,016",1118935773100,14.865,502.967,6452136.697,1873245.844,13.9,6.8,2,47.09,2.46,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,933,"1,016",1118935773200,14.887,507.713,6452138.766,1873250.085,13.9,6.8,2,47.22,-0.64,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,934,"1,016",1118935773300,14.908,512.434,6452140.835,1873254.327,13.9,6.8,2,47.16,-0.81,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,935,"1,016",1118935773400,14.93,517.129,6452142.904,1873258.568,13.9,6.8,2,47.23,1.63,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,936,"1,016",1118935773500,14.947,521.829,6452144.958,1873262.781,13.9,6.8,2,47.67,6.59,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,937,"1,016",1118935773600,14.962,526.604,6452147.026,1873267.032,13.9,6.8,2,48.6,11.21,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,938,"1,016",1118935773700,14.983,531.535,6452149.168,1873271.464,13.9,6.8,2,49.91,11.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,939,"1,016",1118935773800,15.013,536.586,6452151.407,1873276.002,13.9,6.8,2,51.22,11.21,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,940,"1,016",1118935773900,15.048,541.794,6452153.72,1873280.72,13.9,6.8,2,51.3,6.59,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,941,"1,016",1118935774000,15.082,547.076,6452156.046,1873285.477,13.9,6.8,2,51.3,1.65,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,942,"1,016",1118935774100,15.11,552.358,6452158.358,1873290.206,13.9,6.8,2,51.3,-0.14,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,943,"1,016",1118935774200,15.138,557.627,6452160.67,1873294.934,13.9,6.8,2,51.3,0.21,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,944,"1,016",1118935774300,15.168,562.912,6452162.981,1873299.663,13.9,6.8,2,51.3,-1.92,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,945,"1,016",1118935774400,15.205,568.194,6452165.312,1873304.422,13.9,6.8,2,51.3,-7.4,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,946,"1,016",1118935774500,15.24,573.379,6452167.625,1873309.132,13.9,6.8,2,51.05,-11.34,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,947,"1,016",1118935774600,15.253,578.406,6452169.84,1873313.657,13.9,6.8,2,49.6,-11.46,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,948,"1,016",1118935774700,15.235,583.3,6452171.929,1873318.07,13.9,6.8,2,48.15,-11.06,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,949,"1,016",1118935774800,15.196,588.035,6452173.921,1873322.299,13.9,6.8,2,47.13,-7.35,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,950,"1,016",1118935774900,15.155,592.674,6452175.895,1873326.478,13.9,6.8,2,46.63,-1.96,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,951,"1,016",1118935775000,15.12,597.308,6452177.887,1873330.688,13.9,6.8,2,46.52,0.41,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,952,"1,016",1118935775100,15.089,601.966,6452179.88,1873334.897,13.9,6.8,2,46.51,0,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,953,"1,016",1118935775200,15.053,606.597,6452181.872,1873339.107,13.9,6.8,2,46.67,2.56,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,954,"1,016",1118935775300,15.006,611.237,6452183.864,1873343.316,13.9,6.8,2,47.62,11.2,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,955,"1,016",1118935775400,14.956,616.152,6452185.792,1873347.48,13.9,6.8,2,49.85,11.08,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,956,"1,016",1118935775500,14.924,621.35,6452187.969,1873352.064,13.9,6.8,2,51.3,10.79,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,957,"1,016",1118935775600,14.918,626.933,6452190.391,1873357.062,13.9,6.8,2,51.3,12.09,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,958,"1,016",1118935775700,14.966,632.919,6452193.05,1873362.495,13.9,6.8,2,51.31,12.38,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,959,"1,016",1118935775800,15.082,639.211,6452195.957,1873368.359,13.9,6.8,2,51.31,6.82,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,960,"1,016",1118935775900,15.246,645.686,6452199.208,1873374.556,13.9,6.8,2,51.31,-11.32,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,961,"1,016",1118935776000,15.393,651.858,6452201.963,1873379.988,13.9,6.8,2,51.31,-12.85,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,962,"1,016",1118935776100,15.454,657.873,6452204.543,1873385.135,13.9,6.8,2,51.3,-13.02,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,963,"1,016",1118935776200,15.432,663.55,6452206.84,1873390.085,13.9,6.8,2,51.3,11.95,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,964,"1,016",1118935776300,15.373,669.599,6452209.38,1873395.416,13.9,6.8,2,51.3,11.51,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,965,"1,016",1118935776400,15.303,675.851,6452211.982,1873401.035,13.9,6.8,2,51.31,11.9,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,966,"1,016",1118935776500,15.193,682.379,6452214.97,1873407.373,13.9,6.8,2,51.32,5.66,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,967,"1,016",1118935776600,15.014,688.978,6452217.694,1873413.467,13.9,6.8,2,51.34,-10.23,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,968,"1,016",1118935776700,14.782,695.373,6452220.215,1873419.301,13.9,6.8,2,51.35,-11.04,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,969,"1,016",1118935776800,14.532,701.599,6452222.621,1873424.835,13.9,6.8,2,51.35,-8.04,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,970,"1,016",1118935776900,14.296,707.668,6452225.069,1873430.442,13.9,6.8,2,51.35,-0.8,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,971,"1,016",1118935777000,14.068,713.763,6452227.517,1873436.049,13.9,6.8,2,51.35,0.62,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,972,"1,016",1118935777100,13.838,719.881,6452229.965,1873441.656,13.9,6.8,2,51.35,-0.13,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,973,"1,016",1118935777200,13.602,725.988,6452232.413,1873447.263,13.9,6.8,2,51.35,0.22,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,974,"1,016",1118935777300,13.365,732.092,6452234.847,1873452.863,13.9,6.8,2,51.35,1.33,2,102,208,0,3,2,1,0,85,0,0,lankershim
76,975,"1,016",1118935777400,13.143,738.216,6452237.295,1873458.47,13.9,6.8,2,51.34,2.81,2,102,208,0,3,2,1,0,85,0,0,lankershim
